"","X","School","State","School.Type","Total.Disbursements","Year"
"31381",25850,"GEORGIA CAREER INSTITUTE","GA","Proprietary",1492056,1516
"31382",25851,"DETROIT BUSINESS INSTITUTE - DOWNRIVER","MI","Proprietary",159157.15,1516
"31383",25852,"IBMC COLLEGE","CO","Proprietary",3568145.05,1516
"31384",25853,"HOT SPRINGS BEAUTY COLLEGE","AR","Proprietary",149649,1516
"31385",25854,"OREGON COLLEGE OF ART & CRAFT","OR","Private-Nonprofit",243660,1516
"31386",25855,"GALLIPOLIS CAREER COLLEGE","OH","Proprietary",256834.82,1516
"31387",25856,"FLORIDA COLLEGE OF NATURAL HEALTH","FL","Proprietary",1328314.94,1516
"31388",25857,"SOUTHWEST TECHNOLOGY CENTER SCHOOL DISTRICT # 27","OK","Public",200750.64,1516
"31389",25858,"FRANKLIN ACADEMY","TN","Private-Nonprofit",101849,1516
"31390",25859,"NUVANI INSTITUTE","TX","Proprietary",178714.34,1516
"31391",25860,"WINSTON-SALEM BARBER SCHOOL","NC","Proprietary",207615.62,1516
"31392",25861,"CRESCENT CITY SCHOOL OF GAMING & BARTENDING","LA","Proprietary",1153551.68,1516
"31393",25862,"VIRGINIA COLLEGE","AL","Proprietary",59689209.51,1516
"31394",25863,"PAUL MITCHELL THE SCHOOL ROANOKE","VA","Proprietary",207345,1516
"31395",25864,"FORTIS INSTITUTE","PA","Proprietary",5641471.98,1516
"31396",25865,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","Public",26608133.95,1516
"31397",25866,"FORTIS INSTITUTE","PA","Proprietary",585047,1516
"31398",25867,"FORTIS INSTITUTE","PA","Proprietary",1256677.55,1516
"31399",25868,"UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary",136371,1516
"31400",25869,"ASM BEAUTY WORLD ACADEMY","FL","Proprietary",249790,1516
"31401",25870,"PLATT COLLEGE","CO","Proprietary",441731,1516
"31402",25871,"ALLIANCE CITY SCHOOLS CAREER CENTRE","OH","Public",223110,1516
"31403",25872,"EHOVE CAREER CENTER","OH","Public",458858.28,1516
"31404",25873,"UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE","PR","Public",8694132.72,1516
"31405",25874,"TRAVEL INSTITUTE OF THE PACIFIC","HI","Proprietary",153673,1516
"31406",25875,"BENE'S INTERNATIONAL SCHOOL OF BEAUTY","FL","Proprietary",938983.05,1516
"31407",25876,"PCI HEALTH TRAINING CENTER","TX","Proprietary",1324665,1516
"31408",25877,"CAPSTONE COLLEGE","CA","Proprietary",135234.25,1516
"31409",25878,"NUVANI INSTITUTE","TX","Proprietary",387539,1516
"31410",25879,"EDIC  COLLEGE","PR","Proprietary",11117007.68,1516
"31411",25880,"COLLEGE OF THE MARSHALL ISLANDS","MH","Public",3928678,1516
"31412",25881,"LE CORDON BLEU COLLEGE OF CULINARY ARTS","OR","Proprietary",5170866.87,1516
"31413",25882,"ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN","AR","Proprietary",421071,1516
"31414",25883,"CAMELOT COLLEGE","LA","Proprietary",516912.1,1516
"31415",25884,"MADISON ADULT CAREER CENTER","OH","Public",171592.42,1516
"31416",25885,"STILLWATER BEAUTY ACADEMY","OK","Proprietary",44507,1516
"31417",25886,"TENNESSEE ACADEMY OF COSMETOLOGY","TN","Proprietary",295237.68,1516
"31418",25887,"TEXAS COLLEGE OF COSMETOLOGY","TX","Proprietary",675709.75,1516
"31419",25888,"MECH TECH COLLEGE","PR","Proprietary",12301830.25,1516
"31420",25889,"DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","Private-Nonprofit",9900,1516
"31421",25890,"DAWN CAREER INSTITUTE","DE","Proprietary",1061512,1516
"31422",25891,"LICEO DE ARTE, DISENOS Y COMERCIO","PR","Proprietary",1621884.35,1516
"31423",25892,"HEAD'S WEST KENTUCKY BEAUTY COLLEGE","KY","Proprietary",56185,1516
"31424",25893,"REMINGTON COLLEGE","TX","Private-Nonprofit",21508384,1516
"31425",25894,"FAIRVIEW ACADEMY","OH","Proprietary",102287.5,1516
"31426",25895,"BLADES SCHOOL OF HAIR DESIGN","MD","Proprietary",181003,1516
"31427",25896,"BLALOCK'S PROFESSIONAL BEAUTY COLLEGE","LA","Proprietary",59844,1516
"31428",25897,"XENON INTERNATIONAL ACADEMY III","CO","Proprietary",120492.6,1516
"31429",25898,"PACIFIC COLLEGE OF ORIENTAL MEDICINE","CA","Proprietary",603518.88,1516
"31430",25899,"TRINITY COLLEGE OF FLORIDA","FL","Private-Nonprofit",436157,1516
"31431",25900,"NU TEK ACADEMY OF BEAUTY","KY","Proprietary",39599.87,1516
"31432",25901,"POMONA ADULT SCHOOL","CA","Public",353280,1516
"31433",25902,"UNIVERSAL TECHNOLOGY COLLEGE  OF  PUERTO RICO","PR","Private-Nonprofit",2372911.9,1516
"31434",25903,"CONSOLIDATED SCHOOL OF BUSINESS","PA","Proprietary",339566,1516
"31435",25904,"OGEECHEE TECHNICAL COLLEGE","GA","Public",2870652.91,1516
"31436",25905,"UTAH COLLEGE OF MASSAGE THERAPY","UT","Proprietary",3795545,1516
"31437",25906,"OKLAHOMA SCHOOL OF PHOTOGRAPHY","OK","Proprietary",58715.76,1516
"31438",25907,"AMERICAN BROADCASTING SCHOOL","OK","Proprietary",279845.12,1516
"31439",25908,"DIESEL DRIVING ACADEMY","LA","Proprietary",717460,1516
"31440",25909,"INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","FL","Proprietary",7328543.87,1516
"31441",25910,"SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY","TX","Proprietary",562260,1516
"31442",25911,"KC'S SCHOOL OF HAIR DESIGN","MS","Proprietary",189739,1516
"31443",25912,"ALABAMA STATE COLLEGE OF BARBER STYLING","AL","Proprietary",63391,1516
"31444",25913,"NORTHERN MARIANAS COLLEGE","MP","Public",3841315,1516
"31445",25914,"WASHINGTON COUNTY CAREER CENTER ADULT EDUCATION","OH","Public",318727.34,1516
"31446",25915,"CONSERVATORY OF RECORDING ARTS & SCIENCES","AZ","Proprietary",1252797,1516
"31447",25916,"OWENSBORO COMMUNITY & TECHNICAL COLLEGE","KY","Public",5542119.69,1516
"31448",25917,"TINT SCHOOL OF MAKEUP & COSMETOLOGY","TX","Proprietary",465027.79,1516
"31449",25918,"SOUTHERN CAREERS INSTITUTE","TX","Proprietary",9715654,1516
"31450",25919,"LAS POSITAS COLLEGE","CA","Public",5325725,1516
"31451",25920,"HERITAGE INSTITUTE","FL","Proprietary",1219741,1516
"31452",25921,"NATIONAL AVIATION ACADEMY","FL","Proprietary",2752820,1516
"31453",25922,"HODGES UNIVERSITY","FL","Private-Nonprofit",6211738.94,1516
"31454",25923,"FREMONT COLLEGE","CA","Proprietary",1369833,1516
"31455",25924,"CARRINGTON COLLEGE","OR","Proprietary",1942257,1516
"31456",25925,"SCHOOL BOARD - CITY OF VA. BEACH, VA. BEACH SCHOOL OF PRCTL. NRSG.","VA","Public",32957,1516
"31457",25926,"THOMAS MORE COLLEGE OF LIBERAL ARTS","NH","Private-Nonprofit",172041.11,1516
"31458",25927,"KAPLAN COLLEGE","NV","Proprietary",1979480,1516
"31459",25928,"NEWSCHOOL OF ARCHITECTURE AND DESIGN","CA","Proprietary",738019,1516
"31460",25929,"CHISHOLM TRAIL TECHNOLOGY CENTER SCHOOL DISTRICT NO. 26","OK","Public",122055.84,1516
"31461",25930,"AUBURN CAREER CENTER","OH","Public",209380.73,1516
"31462",25931,"US GRANT JOINT VOCATIONAL SCHOOL","OH","Public",25095,1516
"31463",25932,"MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTRE","WV","Proprietary",204780.77,1516
"31464",25933,"KENNETH SHULER SCHOOL OF COSMETOLOGY & HAIR DESIGN","SC","Proprietary",1036220,1516
"31465",25934,"ROYALE COLLEGE OF BEAUTY","CA","Proprietary",204424.88,1516
"31466",25935,"GENESIS CAREER COLLEGE","TN","Proprietary",412197,1516
"31467",25936,"MIDWEST COLLEGE OF ORIENTAL MEDICINE","WI","Proprietary",68598,1516
"31468",25937,"STAR COLLEGE OF COSMETOLOGY","TX","Proprietary",258722,1516
"31469",25938,"COLEGIO TECHNOLOGICO Y COMERCIAL DE PUERTO RICO","PR","Proprietary",180580,1516
"31470",25939,"WESTECH COLLEGE","CA","Proprietary",1313718,1516
"31471",25940,"MOUNT DIABLO ADULT EDUCATION","CA","Public",234010,1516
"31472",25941,"PLATT COLLEGE","CA","Proprietary",5339204,1516
"31473",25942,"NORTHWEST ARKANSAS COMMUNITY COLLEGE","AR","Public",9313988.25,1516
"31474",25943,"MODERN TECHNOLOGY SCHOOL","CA","Proprietary",375680,1516
"31475",25944,"REGENCY BEAUTY INSTITUTE","NC","Proprietary",350271,1516
"31476",25945,"UNIVERSITY OF TEXAS AT BROWNSVILLE","TX","Public",8672796.68,1516
"31477",25946,"AARON'S ACADEMY OF BEAUTY","MD","Proprietary",45450,1516
"31478",25947,"PAUL MITCHELL THE SCHOOL RICHLAND","WA","Proprietary",320163,1516
"31479",25948,"ABC BEAUTY COLLEGE","AR","Proprietary",36059,1516
"31480",25949,"PAUL MITCHELL THE SCHOOL BRADLEY","IL","Proprietary",548339.54,1516
"31481",25950,"BUCKEYE CAREER CENTER","OH","Public",252127.71,1516
"31482",25951,"BRYAN UNIVERSITY","KS","Proprietary",343555,1516
"31483",25952,"BRYAN UNIVERSITY","MO","Proprietary",2042139,1516
"31484",25953,"SOUTHEASTERN TECHNICAL COLLEGE","GA","Public",2301990.1,1516
"31485",25954,"BAY MILLS COMMUNITY COLLEGE","MI","Public",908419.83,1516
"31486",25955,"AILANO SCHOOL OF COSMETOLOGY","MA","Proprietary",71753,1516
"31487",25956,"INTELLITEC COLLEGE","CO","Proprietary",2769263,1516
"31488",25957,"ANTONELLI MEDICAL & PROFESSIONAL INSTITUTE","PA","Proprietary",322297,1516
"31489",25958,"BALDWIN PARK ADULT SCHOOL","CA","Public",751738,1516
"31490",25959,"INSTITUTE OF TECHNOLOGY","CA","Proprietary",5189338,1516
"31491",25960,"RAPHAEL'S SCHOOL OF BEAUTY CULTURE","OH","Proprietary",300979.88,1516
"31492",25961,"OHIO MEDIA SCHOOL","OH","Proprietary",1174583.16,1516
"31493",25962,"QUALITY TECHNICAL & BEAUTY COLLEGE","PR","Proprietary",343610,1516
"31494",25963,"SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY","MO","Public",581398,1516
"31495",25964,"ALLEN COLLEGE","IA","Private-Nonprofit",315817.1,1516
"31496",25965,"SAGE COLLEGE","CA","Proprietary",740487.55,1516
"31497",25966,"CENTRAL COLLEGE OF COSMETOLOGY","MO","Proprietary",307072,1516
"31498",25967,"D'MART INSTITUTE","PR","Proprietary",3228371.25,1516
"31499",25968,"SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES","MO","Private-Nonprofit",418046,1516
"31500",25969,"COLLEGE OF BUSINESS & TECHNOLOGY","FL","Proprietary",2861872.01,1516
"31501",25970,"ITT TECHNICAL INSTITUTE","WA","Proprietary",2893217.19,1516
"31502",25971,"MOUNT CARMEL COLLEGE OF NURSING","OH","Private-Nonprofit",1040819,1516
"31503",25972,"CHANDLER - GILBERT COMMUNITY COLLEGE","AZ","Public",9355220.8,1516
"31504",25973,"DCI CAREER INSTITUTE","PA","Proprietary",227088,1516
"31505",25974,"WESTWOOD COLLEGE - LOS ANGELES","CA","Proprietary",5063539.94,1516
"31506",25975,"PHAGANS' NEWPORT ACADEMY OF COSMETOLOGY CAREERS","OR","Proprietary",85747,1516
"31507",25976,"EAST WEST COLLEGE OF THE HEALING ARTS","OR","Proprietary",174704.85,1516
"31508",25977,"TWIN CITY BEAUTY COLLEGE","MI","Proprietary",361305.94,1516
"31509",25978,"EMMA'S BEAUTY ACADEMY","PR","Proprietary",1799901.96,1516
"31510",25979,"BEULAH HEIGHTS UNIVERSITY","GA","Private-Nonprofit",905418.58,1516
"31511",25980,"FAYETTE INSTITUTE OF TECHNOLOGY","WV","Public",66811.5,1516
"31512",25981,"PAUL MITCHELL THE SCHOOL MISSOURI COLUMBIA","MO","Proprietary",267093,1516
"31513",25982,"RABBI JACOB JOSEPH SCHOOL","NJ","Private-Nonprofit",123006,1516
"31514",25983,"OHIO MEDIA SCHOOL","OH","Proprietary",547315,1516
"31515",25984,"CAMEO BEAUTY ACADEMY","IL","Proprietary",241748.15,1516
"31516",25985,"ETI TECHNICAL COLLEGE OF NILES","OH","Proprietary",599568.66,1516
"31517",25986,"NORTH CENTRAL INSTITUTE","TN","Proprietary",97992,1516
"31518",25987,"WESTWOOD COLLEGE - DUPAGE","IL","Proprietary",1521055.87,1516
"31519",25988,"GEORGE T BAKER AVIATION SCHOOL","FL","Public",317102.5,1516
"31520",25989,"CITY COLLEGE","FL","Private-Nonprofit",886787.2,1516
"31521",25990,"NEWPORT SCHOOL OF HAIRDRESSING","RI","Proprietary",70607.89,1516
"31522",25991,"DELAWARE CHENANGO MADISON OTSEGO BOCES","NY","Public",44640,1516
"31523",25992,"YTI CAREER INSTITUTE - ALTOONA","PA","Proprietary",910242,1516
"31524",25993,"MYOTHERAPY COLLEGE OF UTAH","UT","Proprietary",90083,1516
"31525",25994,"ROSEL SCHOOL OF COSMETOLOGY","IL","Proprietary",251529,1516
"31526",25995,"OZARKS TECHNICAL COMMUNITY COLLEGE","MO","Public",25637926.34,1516
"31527",25996,"GALEN HEALTH INSTITUTES","KY","Proprietary",7832840.78,1516
"31528",25997,"HEARTLAND COMMUNITY COLLEGE","IL","Public",4669862,1516
"31529",25998,"VALLEY COLLEGE","WV","Proprietary",496545,1516
"31530",25999,"VALLEY COLLEGE","WV","Proprietary",1550982,1516
"31531",26000,"VENTURA ADULT AND CONTINUING EDUCATION","CA","Public",273826,1516
"31532",26001,"PROFESSIONAL TECHNICAL INSTITUTION","PR","Proprietary",2126323.97,1516
"31533",26002,"MOLER BARBER COLLEGE OF HAIR STYLING","ND","Proprietary",20387,1516
"31534",26003,"WATKINS COLLEGE OF ART, DESIGN & FILM","TN","Private-Nonprofit",503727.14,1516
"31535",26004,"GEORGIA INSTITUTE OF COSMETOLOGY","GA","Proprietary",883004,1516
"31536",26005,"NOUVELLE INSTITUTE","FL","Proprietary",1603307.75,1516
"31537",26006,"HERITAGE BIBLE COLLEGE","NC","Private-Nonprofit",211171.63,1516
"31538",26007,"SHARP'S ACADEMY OF HAIRSTYLING","MI","Proprietary",101699,1516
"31539",26008,"COBB BEAUTY COLLEGE","GA","Proprietary",196320,1516
"31540",26009,"REGENT UNIVERSITY","VA","Private-Nonprofit",5843504.12,1516
"31541",26010,"MESSENGER COLLEGE","TX","Private-Nonprofit",259630,1516
"31542",26011,"SKYLINE COLLEGE","VA","Proprietary",3404,1516
"31543",26012,"MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",884840,1516
"31544",26013,"INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE","CT","Proprietary",119125.5,1516
"31545",26014,"ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY","NY","Proprietary",16836340,1516
"31546",26015,"OHIO TECHNICAL CENTER AT VANTAGE CAREER CENTER","OH","Public",47208.62,1516
"31547",26016,"CHARLES STUART SCHOOL","NY","Proprietary",51830,1516
"31548",26017,"LEECH LAKE TRIBAL COLLEGE","MN","Public",1177856,1516
"31549",26018,"SPRINGFIELD BEAUTY ACADEMY","VA","Proprietary",110389,1516
"31550",26019,"MERCY COLLEGE OF OHIO","OH","Private-Nonprofit",1944254.32,1516
"31551",26020,"AESTHETICS INSTITUTE OF COSMETOLOGY","MD","Proprietary",173819,1516
"31552",26021,"ST. LOUIS HAIR ACADEMY","MO","Proprietary",39466,1516
"31553",26022,"CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA","Proprietary",346341,1516
"31554",26023,"CARSTEN INSTITUTE OF COSMETOLOGY","AZ","Proprietary",256565,1516
"31555",26024,"ST. JOHN'S COLLEGE OF NURSING","IL","Private-Nonprofit",141610.25,1516
"31556",26025,"PUTNAM CAREER & TECHNICAL CENTER","WV","Public",143446,1516
"31557",26026,"CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY","PA","Public",238608.29,1516
"31558",26027,"MILAN INSTITUTE","CA","Proprietary",1293561,1516
"31559",26028,"CORTIVA INSTITUTE - SEATTLE","WA","Proprietary",411452,1516
"31560",26029,"MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING, A PROGRAM OF PLANTATION GE","FL","Proprietary",84268.36,1516
"31561",26030,"CAINS BARBER COLLEGE","IL","Proprietary",206867,1516
"31562",26031,"PARAMOUNT BEAUTY ACADEMY","OH","Proprietary",192559,1516
"31563",26032,"COCONINO COUNTY COMMUNITY COLLEGE","AZ","Public",3307699,1516
"31564",26033,"CARROLL COMMUNITY COLLEGE","MD","Public",2476952.88,1516
"31565",26034,"TAYLOR TECHNICAL INSTITUTE","FL","Public",71375,1516
"31566",26035,"LUTHER RICE COLLEGE & SEMINARY","GA","Private-Nonprofit",791478.23,1516
"31567",26036,"NEW DIMENSION SCHOOL OF HAIR DESIGN","MO","Proprietary",112880,1516
"31568",26037,"GRANITE STATE COLLEGE","NH","Public",2564067,1516
"31569",26038,"FORBES ROAD CAREER AND TECHNOLOGY CENTER","PA","Public",12502,1516
"31570",26039,"BIDWELL TRAINING CENTER","PA","Private-Nonprofit",17328,1516
"31571",26040,"ILLINOIS MEDIA SCHOOL","IL","Proprietary",683251.92,1516
"31572",26041,"TRINITY BAPTIST COLLEGE","FL","Private-Nonprofit",954261.15,1516
"31573",26042,"RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS","GA","Proprietary",361674,1516
"31574",26043,"MORGANTOWN BEAUTY COLLEGE","WV","Proprietary",237325.6,1516
"31575",26044,"JNA INSTITUTE OF CULINARY ARTS","PA","Proprietary",154245.53,1516
"31576",26045,"SOUTH TEXAS COLLEGE","TX","Public",49282539.49,1516
"31577",26046,"ADIRONDACK BEAUTY SCHOOL","NY","Proprietary",42248,1516
"31578",26047,"SOUTHERN SCHOOL OF BEAUTY","OK","Proprietary",91587,1516
"31579",26048,"MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION CENTER","FL","Public",1055340.43,1516
"31580",26049,"SHAWSHEEN VALLEY TECHNICAL HIGH SCHOOL","MA","Public",102325,1516
"31581",26050,"CAROLINAS COLLEGE OF HEALTH SCIENCES","NC","Public",120222,1516
"31582",26051,"CAREER TECHNICAL INSTITUTE","DC","Proprietary",1171725.71,1516
"31583",26052,"PROFESSIONAL ELECTRICAL SCHOOL","PR","Proprietary",176859.17,1516
"31584",26053,"ATLANTA INSTITUTE OF MUSIC AND MEDIA","GA","Proprietary",157436,1516
"31585",26054,"BAPTIST HEALTH COLLEGE LITTLE ROCK","AR","Private-Nonprofit",1432216,1516
"31586",26055,"MISSOURI STATE UNIVERSITY - WEST PLAINS","MO","Public",3529907.94,1516
"31587",26056,"OUR LADY OF THE LAKE COLLEGE","LA","Private-Nonprofit",1789823.29,1516
"31588",26057,"SENTARA COLLEGE OF HEALTH SCIENCES","VA","Private-Nonprofit",382579,1516
"31589",26058,"ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA","PR","Proprietary",207274.5,1516
"31590",26059,"SUMMIT COLLEGE","CA","Proprietary",2741264.15,1516
"31591",26060,"FRANCOIS D. COLLEGE OF HAIR SKIN & NAILS","UT","Proprietary",58990.43,1516
"31592",26061,"EVERGLADES UNIVERSITY","FL","Private-Nonprofit",3693258,1516
"31593",26062,"COMPU-MED VOCATIONAL CAREERS","FL","Proprietary",1499990.49,1516
"31594",26063,"SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA","NC","Proprietary",974427.26,1516
"31595",26064,"METROPOLITAN CAREER CENTER/COMPUTER TECHNOLOGY INSTITUTE","PA","Private-Nonprofit",182151.37,1516
"31596",26065,"DONGGUK UNIVERSITY LOS ANGELES","CA","Private-Nonprofit",19140,1516
"31597",26066,"HOUGHTON LAKE INSTITUTE OF COSMETOLOGY","MI","Proprietary",125649.91,1516
"31598",26067,"PONCA CITY BEAUTY COLLEGE","OK","Proprietary",162737,1516
"31599",26068,"SALON ACADEMY (THE)","MI","Proprietary",285597,1516
"31600",26069,"HAIRITAGE HAIR ACADEMY","UT","Proprietary",50827,1516
"31601",26070,"AVIATION INSTITUTE OF MAINTENANCE","PA","Proprietary",1105461,1516
"31602",26071,"HOUSE OF HEAVILIN OF BLUE SPRINGS","MO","Proprietary",140706,1516
"31603",26072,"DEWEY UNIVERSITY","PR","Private-Nonprofit",9242414.71,1516
"31604",26073,"UEI COLLEGE","CA","Proprietary",5571143,1516
"31605",26074,"ACADEMY OF PALM BEACH","FL","Proprietary",36754.42,1516
"31606",26075,"SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","Proprietary",2079998,1516
"31607",26076,"PRAXIS INSTITUTE","FL","Proprietary",1083189.42,1516
"31608",26077,"ARIZONA COLLEGE","AZ","Proprietary",3017507.45,1516
"31609",26078,"HERITAGE COLLEGE","OK","Proprietary",3037934,1516
"31610",26079,"MOTORING TECHNICAL TRAINING INSTITUTE","MA","Proprietary",996891,1516
"31611",26080,"GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES","NY","Public",274460.92,1516
"31612",26081,"ADVENTIST UNIVERSITY OF HEALTH SCIENCES","FL","Private-Nonprofit",1564972,1516
"31613",26082,"KAPLAN COLLEGE","TX","Proprietary",3577769,1516
"31614",26083,"TRINITY COLLEGE OF PUERTO RICO","PR","Private-Nonprofit",1232656,1516
"31615",26084,"VOGUE BEAUTY AND BARBER SCHOOL","GA","Proprietary",406587,1516
"31616",26085,"DAYTON BARBER COLLEGE","OH","Proprietary",162884.47,1516
"31617",26086,"OHIO COLLEGE OF MASSOTHERAPY","OH","Private-Nonprofit",53180,1516
"31618",26087,"VANGUARD - SENTINEL JOINT VOCATIONAL SCHOOL DISTRICT-VANGUARD CENTER","OH","Public",80306.08,1516
"31619",26088,"EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER","CA","Public",980395.35,1516
"31620",26089,"ASHLAND COUNTY - WEST HOLMES CAREER CENTER - ADULT EDUCATION","OH","Public",166009,1516
"31621",26090,"COLLEGEAMERICA - FLAGSTAFF","AZ","Proprietary",4060701.11,1516
"31622",26091,"NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE)","NY","Proprietary",575983,1516
"31623",26092,"KAY HARVEY HAIRDRESSING ACADEMY","MA","Proprietary",65396,1516
"31624",26093,"ACADEMIA SERRANT","PR","Proprietary",1741787.15,1516
"31625",26094,"EASTERN INTERNATIONAL COLLEGE","NJ","Proprietary",1291671.12,1516
"31626",26095,"YORK COUNTY COMMUNITY COLLEGE","ME","Public",2345771,1516
"31627",26096,"GLOBELLE TECHNICAL INSTITUTE","PR","Proprietary",70322,1516
"31628",26097,"SOUTHEASTERN COLLEGE","FL","Proprietary",2502398,1516
"31629",26098,"NORTHWESTERN TECHNOLOGICAL INSTITUTE","MI","Proprietary",1012379.88,1516
"31630",26099,"NOVA COLLEGE OF PUERTO RICO","PR","Proprietary",1312617.52,1516
"31631",26100,"IMAGINE - PAUL MITCHELL PARTNER SCHOOL","AR","Proprietary",1088404.7,1516
"31632",26101,"COLLEGE OF MENOMINEE NATION","WI","Private-Nonprofit",865589,1516
"31633",26102,"JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA","Proprietary",426081.62,1516
"31634",26103,"MIAMI AD SCHOOL","FL","Proprietary",86643,1516
"31635",26104,"PREMIERE CAREER COLLEGE","CA","Proprietary",1370278,1516
"31636",26105,"GREEN COUNTRY TECHNOLOGY CENTER","OK","Public",178182.89,1516
"31637",26106,"AVIATION INSTITUTE OF MAINTENANCE","VA","Proprietary",705094,1516
"31638",26107,"CENTURA COLLEGE","VA","Proprietary",820471,1516
"31639",26108,"STYLES & PROFILES BEAUTY COLLEGE","TN","Proprietary",64918,1516
"31640",26109,"YESHIVAS NOVOMINSK","NY","Private-Nonprofit",188031,1516
"31641",26110,"ADVANCED TECHNOLOGY INSTITUTE","VA","Proprietary",1497520,1516
"31642",26111,"TECHNICAL EDUCATION CENTER OSCEOLA","FL","Public",947592.58,1516
"31643",26112,"COLLEGE OF HEALTH CARE PROFESSIONS (THE)","TX","Proprietary",8493741.1,1516
"31644",26113,"DELAWARE COUNTY TECHNICAL SCHOOL","PA","Public",163688,1516
"31645",26114,"NATIONAL LATINO EDUCATION INSTITUTE","IL","Private-Nonprofit",201756,1516
"31646",26115,"MT. SIERRA COLLEGE","CA","Proprietary",1067014,1516
"31647",26116,"FOND DU LAC TRIBAL AND COMMUNITY COLLEGE","MN","Public",2336768,1516
"31648",26117,"RABBINICAL COLLEGE OF OHR SHIMON YISROEL","NY","Private-Nonprofit",762325,1516
"31649",26118,"URBAN COLLEGE OF BOSTON","MA","Private-Nonprofit",1348121.79,1516
"31650",26119,"FIVE BRANCHES UNIVERSITY","CA","Proprietary",2888,1516
"31651",26120,"NATIONAL BEAUTY COLLEGE","TX","Proprietary",100012.67,1516
"31652",26121,"AMERICAN COLLEGE OF HEALTHCARE","CA","Proprietary",1168514,1516
"31653",26122,"YESHIVA D'MONSEY - (ADMINISTRATIVE OFFICES ONLY)","NY","Private-Nonprofit",138399,1516
"31654",26123,"AMERICAN BEAUTY ACADEMY","MD","Proprietary",1007725,1516
